"region_code","region_name","latitude","longitude","division","country","date","period","population","revenue","volume","customers","channelCosts","margin","revenueVsPotential","ownStores","indirectStores","EEStores","o2Stores","salesVsPotential","VFcustomerShare","digitalPropensity","acqMarketShare","networkSpeed","networkLatency","channelRevenueOnline","channelRevenueOnlinefixed","channelRevenueOnlinepostpayAcq","channelRevenueOnlinepostpayRenewal","channelRevenueOnlineprepay","channelRevenueTelesales","channelRevenueTelesalesfixed","channelRevenueTelesalespostpayAcq","channelRevenueTelesalespostpayRenewal","channelRevenueTelesalesprepay","channelRevenueRetail","channelRevenueRetailfixed","channelRevenueRetailpostpayAcq","channelRevenueRetailpostpayRenewal","channelRevenueRetailprepay","channelRevenueIndirect","channelRevenueIndirectfixed","channelRevenueIndirectpostpayAcq","channelRevenueIndirectpostpayRenewal","channelRevenueIndirectprepay","channelVolumeOnline","channelVolumeOnlinefixed","channelVolumeOnlinepostpayAcq","channelVolumeOnlinepostpayRenewal","channelVolumeOnlineprepay","channelVolumeTelesales","channelVolumeTelesalesfixed","channelVolumeTelesalespostpayAcq","channelVolumeTelesalespostpayRenewal","channelVolumeTelesalesprepay","channelVolumeRetail","channelVolumeRetailfixed","channelVolumeRetailpostpayAcq","channelVolumeRetailpostpayRenewal","channelVolumeRetailprepay","channelVolumeIndirect","channelVolumeIndirectfixed","channelVolumeIndirectpostpayAcq","channelVolumeIndirectpostpayRenewal","channelVolumeIndirectprepay"
14,"South Coast",50.851834,-0.983612,"South","United Kingdom","2018-10-31","month",2547883,4143148,1133,3360246,812467,41949,0.133,19,11,30,38,-0.146,0.249,-0.0748,0.348,1.03,60.3,140838,37635,26501,21193,20452,152374,41156,41559,21615,20267,93658,32974,26798,15650,13383,86986,13003,15694,8830,12723,70724,8184,9039,13801,9478,66469,15696,19401,10589,6912,67055,9751,13360,11512,6727,69905,12427,11980,10577,8744
13,"South East",51.134193,0.264491,"South","United Kingdom","2018-10-31","month",3881613,4912361,1213,3418656,990534,33366,0.0798,22,8,29,25,0.116,0.287,-0.17,0.342,4.7,96.6,68423,8373,16089,13524,8122,136196,53835,19985,18621,17430,89652,10458,9775,12255,9695,74087,17058,19117,8840,7689,125670,45496,22119,17283,17885,133670,41188,15306,15261,14884,161875,22133,23190,25728,18408,67645,15958,7700,9133,9966
11,"South Wales",51.652933,-3.021441,"South","United Kingdom","2018-10-31","month",2926249,5915828,1062,3708661,955445,40550,-0.159,20,8,37,36,0.0668,0.379,-0.00737,0.065,0.897,44.9,116787,46000,31600,13773,12285,136691,16497,31274,18000,15304,98163,16647,16682,13787,10312,91614,18701,26904,17840,9838,163640,38307,22465,31209,24217,92492,14099,12459,11231,12765,86367,18003,21075,15990,12264,93631,27748,15156,10101,12967
12,"South West",50.371714,-4.140162,"South","United Kingdom","2018-10-31","month",2897499,5184650,1064,3283561,800165,37251,0.0799,18,10,33,32,-0.182,0.0226,-0.00217,0.271,0.75,63.6,63165,13155,9521,11555,7348,131086,42883,22479,21227,16580,82785,26597,11094,16328,9345,128944,50449,24544,17189,16352,85968,20195,18788,16421,11842,136146,20359,37307,25959,19374,119393,33589,16481,15633,12391,124221,32793,22791,16198,14271
1,"South Yorks",53.550871,-1.478309,"South","United Kingdom","2018-10-31","month",3010469,4671634,1165,3716827,910511,37643,0.012,19,14,44,18,-0.126,0.132,-0.038,-0.0893,1.8,66.6,100515,30292,17002,10173,12645,99444,31191,29200,17133,13200,128458,45814,19340,23746,17363,159368,45420,33016,26802,23038,110259,42830,24139,18877,11954,120671,13633,30277,16768,15105,83324,8557,8695,13678,9031,89278,21895,21321,14037,12849
9,"East Anglia",52.399452,0.264206,"South","United Kingdom","2018-11-30","month",3915819,5517564,1234,3564403,1017744,43118,-0.183,21,9,26,24,-0.158,0.399,0.259,0.286,3.98,60.5,122597,47185,28211,15531,16687,164973,54011,27989,21419,23166,91463,35245,16006,14834,10034,71772,10977,8011,13121,7429,123343,49067,26193,24000,17664,124221,23964,23028,22416,13979,75539,21808,18238,8041,8351,74831,11187,10675,9284,10153
5,"East Midlands",52.522979,-1.467778,"North","United Kingdom","2018-11-30","month",3700103,4876426,1076,3839752,980076,34531,0.0405,22,8,40,20,-0.0434,0.344,-0.189,0.178,1.87,56.3,147372,51783,16851,25649,18099,94154,11981,21953,14187,11934,106445,25854,30410,15868,13191,116532,16238,31618,13990,15696,136134,29397,19313,23458,19707,164848,47215,26848,28869,18881,151136,19943,44971,22128,19242,65601,14717,13931,12410,8071
15,"Essex and Herts",51.963206,1.351792,"South","United Kingdom","2018-11-30","month",3323012,6091594,1052,3834417,942644,35304,0.112,22,9,44,37,-0.195,0.0774,0.216,0.0444,2.93,95.2,85611,17128,24876,8851,12318,161971,54372,22477,28827,22144,71931,24560,18869,12828,7889,147987,45720,22809,19291,16131,164735,49920,26012,26893,23676,86827,25787,16179,10423,11662,145044,44346,42802,27400,16904,136267,39052,39513,24182,20070
18,"Home Counties",51.352162,-1.993762,"South","United Kingdom","2018-11-30","month",3458193,3925501,1058,3220509,911288,41511,-0.156,20,9,32,37,0.172,0.298,0.234,-0.0531,2.72,48.5,149718,51989,39486,18407,20854,84209,13420,25141,13465,10635,150160,33919,28788,19488,22469,105464,40095,12145,12432,11514,151741,33360,44818,28422,15455,70588,15964,8083,11139,9448,121241,36381,16785,15310,17450,88760,17547,19709,16191,11392
4,"Lancs Cumbria Pennines",53.789622,-2.243294,"North","United Kingdom","2018-11-30","month",3267487,4887695,1173,3610567,983634,38751,0.146,21,10,37,27,-0.126,0.354,0.226,0.147,3.74,64.2,161079,24063,42469,28002,16287,157793,28623,44725,16709,19219,128084,22335,33438,15777,15254,73885,11634,10934,8799,9027,154062,28743,42539,25865,19256,70055,10134,16959,8744,10414,132007,27543,29710,19447,16593,154639,27119,43368,30029,22057
6,"London East",51.537937,0.080932,"South","United Kingdom","2018-11-30","month",3239926,3948540,1164,3206580,970267,35444,0.0386,19,10,34,19,-0.154,0.255,-0.138,0.268,1.91,90.5,79293,11078,17018,11794,10115,99005,35286,23021,10843,11053,106378,24547,19008,18532,11001,86807,16537,17469,10872,9943,145662,46324,21776,19843,16310,79964,17120,22658,13921,8492,70883,18361,13205,11553,9293,155255,15640,44509,23793,22141
17,"London North",51.655197,-0.277485,"South","United Kingdom","2018-11-30","month",3474486,4165691,1172,3632240,929350,48961,0.00676,22,11,27,18,-0.13,0.495,-0.171,0.157,0.146,45.9,101077,14073,23842,15233,13797,82172,24390,24214,15218,10105,79909,28590,10675,11340,8947,142743,47489,33304,27015,16385,160346,30051,27651,22485,17789,104838,27694,29047,18364,12413,113317,33964,14470,16532,14875,143811,40636,35572,15014,17250
16,"London South",51.486872,-0.095581,"South","United Kingdom","2018-11-30","month",2752452,4829639,1120,3998460,997659,44321,-0.0889,23,9,32,23,-0.115,0.361,0.228,0.278,4.41,74,145575,30847,30522,15347,21285,160400,62828,44110,28773,17349,137866,49538,24366,21428,19188,145170,36684,22534,15633,14871,140915,38731,21589,27646,20562,129383,32133,22212,15550,14105,143711,26308,20975,20158,16982,165509,45393,30821,19645,22327
19,"London West",51.509384,-0.195825,"South","United Kingdom","2018-11-30","month",3943575,3842132,1107,3730759,916685,36269,-0.047,23,10,26,17,0.127,0.463,-0.101,0.24,4.12,63.8,73128,9988,15428,10279,10686,141981,22578,23826,21648,16621,115627,20016,26949,15704,11659,67895,26635,11490,13459,9294,110412,15235,12283,20634,11057,114074,31366,20998,12248,12616,160902,34244,31494,24266,17158,127900,16223,15592,22923,14950
2,"Manchester",53.386478,-2.351433,"North","United Kingdom","2018-11-30","month",3674328,4562960,1132,3599052,990784,43494,0.0467,23,8,26,32,-0.0368,0.0464,-0.0191,0.0555,4.43,82.7,164015,41704,24343,25108,20780,77894,20180,11533,14440,8505,92952,33037,9815,9465,10573,68670,19101,19506,10712,8784,139471,35795,26195,17608,17198,119035,11960,31165,12819,15887,86071,32150,11037,17182,12032,82601,16398,14752,16121,8836
3,"Midlands",52.435044,-1.892271,"North","United Kingdom","2018-11-30","month",2795527,5502756,1158,3268882,1006023,38382,-0.176,19,9,44,25,-0.0763,0.328,-0.185,-0.0729,3.54,96.4,115049,21588,17698,19585,13513,80700,8461,11620,10008,8696,144545,26440,33385,25127,20857,164179,59091,19749,32230,24532,123632,28126,18357,21188,14102,154250,27796,26718,26625,20911,89109,10713,14338,13670,10046,82252,32445,14772,11212,9111
7,"NI Glasgow",55.860011,-4.253951,"North","United Kingdom","2018-11-30","month",3633787,4251373,1224,3776418,941874,34154,-0.034,22,10,42,24,-0.0508,0.367,-0.0388,0.148,1.73,44,151525,33821,38635,21276,21585,86310,19453,22264,16564,10488,162428,42872,16334,28590,18173,146708,31920,16911,23010,20309,138359,52085,26422,17453,14119,71036,8755,13688,11139,7893,131007,35143,36714,24834,18221,143619,52287,42460,27756,18977
10,"North East",54.683629,-1.21324,"North","United Kingdom","2018-11-30","month",2552825,5041005,1089,3466200,906663,42572,-0.116,19,13,42,27,0.0516,0.175,0.183,0.209,1.32,84.3,97267,22241,19776,18335,13237,95870,34942,15471,11539,13372,157930,50961,32755,17653,23414,108638,29570,23192,14478,11758,134073,13454,28800,26476,16978,79970,29576,17657,12586,10952,81732,26710,11307,9537,8991,69531,7387,10225,7316,9888
0,"North West",53.027538,-2.175821,"North","United Kingdom","2018-11-30","month",3338259,4274514,1091,3401329,921399,49219,0.127,22,13,33,39,-0.105,0.297,-0.136,0.313,4.05,49.3,104804,20942,14710,19576,14566,74273,18080,19865,11451,8946,121696,32285,17600,21840,15499,121953,20235,34940,16067,15919,88879,10282,12711,9301,12827,163220,40562,45315,27582,22152,100591,20277,25178,13318,12935,96379,31872,21505,9942,14344
8,"Scotland North",56.45974,-2.973105,"North","United Kingdom","2018-11-30","month",3807905,5590744,1178,3469180,1033948,38905,0.135,19,9,33,18,-0.181,0.34,-0.0577,0.248,3.28,56.4,116511,16332,13761,15842,13282,80246,11275,10571,14328,11089,108846,24376,10993,17290,16212,81673,23033,11636,10236,9354,103517,24052,20996,18473,12908,127454,30215,31618,22263,16676,99331,19699,21054,10083,11335,135916,50088,32021,22344,17221
14,"South Coast",50.851834,-0.983612,"South","United Kingdom","2018-11-30","month",3150702,4691576,1235,3677850,905329,40084,0.138,20,15,32,32,0.164,0.0529,-0.0558,-0.0226,4.07,97.2,143879,44041,41346,28647,19385,158388,55529,32522,24168,16260,117174,19709,20305,13381,17476,91352,31496,16130,16570,10530,120457,46941,23319,16244,17271,90710,28798,9572,17194,13294,75623,16009,7593,8421,8112,80422,31295,11372,12407,9092
13,"South East",51.134193,0.264491,"South","United Kingdom","2018-11-30","month",3588252,4411539,1088,2638263,818416,40567,-0.0188,20,14,26,21,0.0489,0.369,-0.153,0.0514,3.66,51.3,86891,32466,10804,14713,10677,163852,22224,29017,29851,19021,152930,16665,27883,20925,16864,128763,13399,20274,23246,16725,117698,31923,26980,12574,17277,66778,17534,14173,9349,7720,123869,43785,13519,17937,15970,155812,61493,18029,18356,20760
11,"South Wales",51.652933,-3.021441,"South","United Kingdom","2018-11-30","month",2807981,3810318,1109,2790584,763193,43234,-0.116,19,14,39,29,-0.176,0.161,-0.199,0.122,0.49,65,68719,12258,8750,9308,8635,108432,13266,29334,16703,13008,146216,51822,33313,16345,15451,116548,11792,21256,15472,13444,86875,25207,25200,14694,9272,150386,16810,42482,15917,17338,97678,19885,15506,13118,11069,106898,17239,24431,13256,13016
12,"South West",50.371714,-4.140162,"South","United Kingdom","2018-11-30","month",3849468,4003522,1232,3121084,1025974,39194,-0.153,22,9,39,34,-0.0988,0.268,0.286,0.34,1.62,92.5,97291,27622,14114,14505,10608,123805,20468,12456,23922,15447,125996,29675,25028,16874,15285,161983,55065,27167,25738,19134,123993,39443,33910,22174,14308,70679,9811,14537,9893,7500,107417,35423,23601,19992,13737,106328,14162,30444,19804,14507
1,"South Yorks",53.550871,-1.478309,"South","United Kingdom","2018-11-30","month",2905471,5493244,1243,3780743,1005114,38627,0.15,18,12,30,17,0.166,0.247,0.177,0.054,1.43,46.4,72976,25181,12829,11090,8558,87392,11360,21519,14947,12565,142322,56465,20855,14627,19069,94890,34419,22216,12940,11501,157535,37099,24665,21096,19424,103612,14449,16241,17282,15388,66449,19574,12365,8940,9290,108062,31319,21792,19468,13333
9,"East Anglia",52.399452,0.264206,"South","United Kingdom","2018-12-31","month",3700668,5457215,1125,2891953,762688,48220,0.0445,19,13,41,23,-0.0832,0.184,-0.139,0.226,1.05,48.9,103151,13750,24364,17672,15282,85083,27215,21405,15623,11375,131667,32325,25495,25820,14071,96822,27163,11604,10338,14293,63247,16405,10077,11623,7418,153950,58162,30273,19239,22719,91548,30767,13131,16741,13247,90895,22023,23418,16953,12381
5,"East Midlands",52.522979,-1.467778,"North","United Kingdom","2018-12-31","month",2891463,4322100,1195,3277145,827784,39495,-0.0243,18,8,39,35,-0.157,0.115,-0.182,0.268,3.23,81.4,69187,24273,18561,11080,10013,160001,36842,23685,17800,19888,157497,51832,36173,18527,22712,143789,41947,39954,22176,20731,95691,30779,26797,17713,11094,100186,29965,18555,10437,11251,77452,11906,14831,11471,8294,147686,22413,20282,19620,20221
15,"Essex and Herts",51.963206,1.351792,"South","United Kingdom","2018-12-31","month",2776545,4931851,1213,3462263,842509,37257,-0.0217,21,14,44,18,-0.148,0.0364,0.293,-0.041,2.17,71.4,107841,35646,29501,12657,16170,135191,45623,14132,14347,17656,135281,34380,21689,18561,20036,114181,31122,31620,15841,12375,132130,16272,13281,21603,16967,86268,33433,16856,9618,10388,151018,43645,38473,25828,19659,123349,29984,13604,24415,15048
18,"Home Counties",51.352162,-1.993762,"South","United Kingdom","2018-12-31","month",2658588,3976912,1178,2918921,929856,46443,-0.0528,22,12,43,28,-0.0669,0.11,0.088,0.309,3.81,63.7,86611,28590,15208,17019,10386,100547,15133,26315,14568,14349,161284,20774,32143,21416,18271,164489,64804,32414,16479,24400,80197,29403,8999,8412,8154,84568,17709,16796,13311,12562,137133,24458,27616,13737,16483,82644,20504,19670,15700,10818
4,"Lancs Cumbria Pennines",53.789622,-2.243294,"North","United Kingdom","2018-12-31","month",2879554,6155257,1186,3096513,794284,33535,0.058,22,9,29,35,-0.00408,0.112,-0.0536,0.412,2.02,60.2,138271,30979,21525,26274,19679,98275,13890,18199,14976,13581,105539,40962,28367,14878,11702,150167,40012,34926,28680,17329,100666,11644,17818,16290,14395,121765,47172,33181,12620,14460,65163,16423,14994,11311,6651,82902,17144,21602,16456,8301
6,"London East",51.537937,0.080932,"South","United Kingdom","2018-12-31","month",2889476,4333630,1198,3175368,969085,36106,0.00308,19,12,33,20,0.0846,0.232,0.042,0.418,4.25,40.1,83980,11546,21862,14318,11138,131979,26831,26432,17176,18406,82220,27093,9943,9158,10143,73097,14529,15564,9830,7903,67478,23968,18867,12347,9090,123905,17772,37045,19475,15079,84549,29034,17165,8847,12239,85541,33112,11935,14854,9427
17,"London North",51.655197,-0.277485,"South","United Kingdom","2018-12-31","month",3747370,6161222,1233,2845300,786002,34123,0.105,19,9,38,33,0.0701,0.163,-0.18,-0.0165,4.16,99.8,152699,32799,44548,19921,22660,137023,49761,31621,14474,20167,139356,46665,20528,21674,20527,86118,16663,8931,11040,12288,71163,8650,17401,11087,10194,95340,21325,24405,12849,13649,152966,24412,43336,18682,21742,109576,19592,21862,12970,14707
16,"London South",51.486872,-0.095581,"South","United Kingdom","2018-12-31","month",2698293,3872262,1217,2917510,975047,39573,-0.0867,23,13,35,31,0.0227,0.381,0.142,-0.0388,1.58,81.8,136997,22992,29412,18655,16004,140772,35910,37408,20005,20944,163264,42448,17437,20670,23385,161985,46124,18807,24512,19590,142370,18585,42610,20034,21341,144626,34676,21353,15214,17131,163068,54001,39243,30061,22874,69874,15432,16569,12843,7192
19,"London West",51.509384,-0.195825,"South","United Kingdom","2018-12-31","month",3545223,5289247,1193,3083122,860000,34878,0.16,20,11,33,34,0.159,0.495,0.106,0.372,4.32,46.1,124712,42057,15814,22334,14912,134198,42496,26241,22289,18869,113435,12077,27534,18816,13571,140686,22602,17379,19281,19598,86621,34253,16142,9442,10180,126235,13298,21574,16999,17466,94575,11440,23535,14684,10528,125954,24680,34652,19709,16082
2,"Manchester",53.386478,-2.351433,"North","United Kingdom","2018-12-31","month",3567187,4906766,1083,2945586,850796,43695,-0.191,18,12,37,20,0.162,0.0481,-0.0933,-0.0629,0.148,51.7,128199,36115,25891,12843,19173,82738,27869,14105,15617,8776,156570,46698,25805,23051,23453,119025,38028,31118,20097,12385,124926,24318,16385,17680,17988,116356,45667,33104,18634,14980,140259,17954,15964,16276,15386,83642,29266,14725,13550,11302
3,"Midlands",52.435044,-1.892271,"North","United Kingdom","2018-12-31","month",3732067,5663357,1056,3996897,846752,45544,-0.048,21,10,26,35,-0.158,0.476,0.299,0.394,2.17,91.4,151985,24000,31249,21121,18291,70540,7970,11217,9128,7724,63864,19167,18832,10117,9467,109203,23896,26491,14777,11417,153009,25265,43573,20418,20862,72286,24293,8661,8627,8534,83448,29629,9725,15096,8845,102259,20576,27624,19163,11245
7,"NI Glasgow",55.860011,-4.253951,"North","United Kingdom","2018-12-31","month",2541144,4193857,1249,3007158,758770,47109,-0.111,18,10,36,19,-0.0175,0.405,0.0928,0.338,0.865,64.9,136258,28206,15461,20135,20161,131117,49600,33567,24818,15574,104391,30488,18226,11270,12486,165695,57393,38535,31475,20376,100039,20156,10317,10064,14867,66725,9021,19756,12805,7062,68875,10186,11364,10745,6959,66284,25878,15991,6881,9150
10,"North East",54.683629,-1.21324,"North","United Kingdom","2018-12-31","month",3342429,4243359,1136,3684365,931025,38712,-0.00219,21,13,38,30,0.183,0.361,-0.178,0.339,2.37,85,93437,22349,19681,17862,11334,151316,51019,23498,21811,21554,114009,41703,32950,21613,11677,127163,21375,27060,21039,18667,131484,20029,25127,13818,17080,100268,17286,13369,18216,11581,104279,18863,26433,19682,11530,69458,18481,18253,13393,8544
0,"North West",53.027538,-2.175821,"North","United Kingdom","2018-12-31","month",3782218,4259831,1065,2823735,758953,45960,0.118,22,14,30,35,-0.0111,0.17,0.163,0.0244,1.18,81.6,113578,30806,15050,21944,13968,117841,46296,23181,20925,13451,158495,59844,30913,17807,19635,99775,35905,17726,17615,13975,100876,35937,10111,13567,12419,79890,19425,9382,13876,8050,123408,48188,32395,14886,14534,86870,19363,20487,13705,10278
8,"Scotland North",56.45974,-2.973105,"North","United Kingdom","2018-12-31","month",3959373,3910467,1158,2563812,842025,34892,-0.169,20,10,38,24,0.11,0.174,-0.118,0.309,1.87,90.3,80058,13119,14080,9952,11448,85559,11954,14473,9128,9850,89612,10183,19481,17415,11539,145049,21226,33497,26883,19850,120223,15048,29420,18165,16922,89390,17074,12423,9642,13338,91802,28373,16465,17697,10218,92920,19282,9555,14352,11706
14,"South Coast",50.851834,-0.983612,"South","United Kingdom","2018-12-31","month",3283543,5586445,1149,3143044,914216,36582,-0.0015,22,8,40,20,-0.00468,0.285,0.238,-0.012,2.63,69.1,93806,30769,14953,10518,13392,119594,40858,16760,12168,17360,78696,25592,14414,15336,11751,125464,33289,18405,17194,17280,93483,22843,11454,13802,13271,71302,26574,15481,11314,10475,134451,50020,29622,24697,17318,119863,28334,13717,15043,17292
13,"South East",51.134193,0.264491,"South","United Kingdom","2018-12-31","month",3002778,4397909,1102,3215821,973201,42889,0.0828,22,12,33,22,0.183,0.124,0.164,0.131,1.04,61.1,163133,47976,18398,16323,18039,143747,41959,19182,25564,20321,129490,20992,32445,18343,15650,78623,26047,14527,9400,8634,142450,46383,21720,16175,15167,104347,27484,17259,16056,15453,87484,30758,18914,16478,10726,89223,17782,13918,16915,8951
11,"South Wales",51.652933,-3.021441,"South","United Kingdom","2018-12-31","month",2878572,4847432,1095,3138793,900682,44054,-0.156,20,15,26,24,-0.0901,0.254,0.155,0.444,3.18,71.8,84980,24227,18961,11721,11710,116812,15273,25677,19901,16787,74808,8655,16373,12888,10396,125744,30214,20617,24323,12725,103400,34305,12924,15221,15277,98307,21686,19517,13903,11885,114938,30345,15814,16391,14397,135942,30336,26596,24016,14217
12,"South West",50.371714,-4.140162,"South","United Kingdom","2018-12-31","month",2691522,5825942,1106,3651001,797783,45726,-0.0935,19,14,41,19,0.053,0.489,0.188,0.491,2.75,93.7,84952,14538,14204,15015,10961,79104,29712,19998,8272,10323,121154,18398,14926,12482,14004,155393,61884,24109,17110,18492,126218,24882,17098,23264,13454,73300,18124,14351,9215,8417,119775,27479,30534,17853,16084,72083,8000,19953,12537,7682
1,"South Yorks",53.550871,-1.478309,"South","United Kingdom","2018-12-31","month",3303164,5878167,1210,3549900,838071,41600,-0.0925,19,9,35,21,-0.0898,0.366,-0.0776,0.206,4.09,67.9,67838,24253,9926,7777,8708,143518,15979,32646,18326,20701,78016,27866,10383,10877,11645,101134,39884,18236,19563,12995,86998,24622,11008,17281,10739,89478,20666,22366,12137,10015,125118,35944,24874,19827,16488,74648,8870,22092,11221,8559
9,"East Anglia",52.399452,0.264206,"South","United Kingdom","2019-01-31","month",2648767,3925969,1247,3700392,846030,44162,0.0788,21,13,33,28,-0.014,0.233,-0.0455,0.48,0.771,52.8,154292,18627,39365,23854,20260,93478,24504,26282,16817,11652,106140,23679,30157,19398,11807,86908,30308,10877,9253,12152,72653,25507,7552,9207,9298,96839,33250,17912,13930,13193,122758,34604,33621,14760,14137,156068,47146,29303,20957,18425
5,"East Midlands",52.522979,-1.467778,"North","United Kingdom","2019-01-31","month",3529060,3841196,1240,3355532,969828,41698,-0.0406,20,14,27,16,0.188,0.311,-0.0716,0.29,2.02,84.3,64638,22026,12897,9546,7886,84603,28417,21485,11268,10882,63908,13109,17419,7126,7424,102208,14158,28085,14898,14150,113285,21096,23317,11890,11893,90156,23162,15035,15283,12676,141927,16745,22594,19594,19016,110783,19214,20904,18274,14340
